site_name,latitude,longitude,state,com_type,commod1,dep_type,prod_size,dev_stat,ore,work_type,hrock_type,arock_type
"San Alejandro, Mina",-11.84787,-76.24972,Lima,M,"Copper, Silver, Lead, Zinc",,S,Producer,Galena,Underground,Dacite,Dacite
"San Antonio De Chanape, Mina",-11.84787,-76.24972,Lima,M,"Zinc, Gold, Silver, Lead",,S,Producer,Galena,Underground,Dacite,Dacite
"Lomo De Corvina Alfa, Cantera",-12.23119,-76.94307,Lima,M,Silica,,S,Producer,,Surface,,
"Lomo De Corvina Beta, Cantera",-12.23119,-76.94307,Lima,M,Silica,,S,Producer,,Surface,,
"San Jorge De Lurin, Cantera",-12.23119,-76.94307,Lima,N,"Limestone, General",,S,Producer,,Surface,Limestone,
"La Melchorita, Cantera",-12.23119,-76.94307,Lima,N,"Limestone, General",,S,Producer,,Surface,Limestone,
"La Melchorita A, Cantera",-12.23119,-76.94307,Lima,N,"Limestone, General",,S,Producer,,Surface,Limestone,
"La Melchorita B, Cantera",-12.23119,-76.94307,Lima,N,"Limestone, General",,S,Producer,,Surface,Limestone,
"Hacienda De Beneficio, Cantera",-12.23119,-76.94307,Lima,N,"Limestone, General",,S,Producer,,Surface,Limestone,
"Capella No. 1, Mina",-12.67451,-76.29444,Lima,M,"Silver, Copper",,Y,Past Producer,Malachite,Surface/Underground,"Hornfels,Quartzite,Shale","Diorite,Andesite"
"Sarita, Mina",-11.83398,-76.3275,Lima,M,"Zinc, Silver, Lead",,S,Producer,Galena,Underground,"Dacite,Andesite,Basalt",
"Coripallana, Mina",-11.83676,-76.32472,Lima,M,"Gold, Silver, Lead, Zinc, Arsenic",,S,Past Producer,Galena,Underground,"Dacite,Andesite,Basalt",
"Cleopatra, Mina",-7.91471,-78.58311,La Libertad,M,"Gold, Silver",,N,Occurrence,,,Volcanic Rock (Aphanitic),
"Jorge Chavez, Mina",-11.79788,-76.31639,Lima,M,"Gold, Silver, Lead, Zinc, Arsenic",,S,Past Producer,Galena,Underground,"Dacite,Andesite,Basalt",
"Ernesto, Mina",-12.18953,-75.88721,Lima,M,"Lead, Silver, Zinc",,N,Past Producer,Galena,Underground,Quartzite,
"Ernesto I, Mina",-12.18953,-75.88721,Lima,M,"Silver, Lead, Zinc",,N,Past Producer,Galena,Underground,Quartzite,
"Ernesto Ii, Mina",-12.18953,-75.88721,Lima,M,"Lead, Silver, Zinc",,N,Past Producer,Galena,Underground,Quartzite,
"Reinsman No. 1,Mina",-12.8395,-75.59137,Lima,M,Copper,,N,Occurrence,,Underground,"Volcanic Rock (Aphanitic),Volcanic Breccia (Agglomerate),Andesite",
"Reinsman No. 3, Mina",-12.8395,-75.59137,Lima,M,"Lead, Zinc",,N,Occurrence,Galena,,"Volcanic Rock (Aphanitic),Volcanic Breccia (Agglomerate),Andesite",
"Luminaria, Mina",-11.66455,-76.31278,Lima,M,"Silver, Lead, Zinc, Copper",,U,Past Producer,Galena,Underground,"Tuff,Volcanic Breccia (Agglomerate),Andesite",
"Jupiter, Mina",-11.19123,-76.92974,Lima,M,"Silver, Copper",,N,Occurrence,,,Diorite,
"Mercurio, Mina",-11.25596,-76.94307,Lima,M,"Silver, Copper",,N,Occurrence,,,Diorite,
"Elenita, Mina",-11.92954,-76.55723,Lima,M,"Lead, Zinc",,S,Past Producer,Galena,,Shale,Andesite
"Coya, Mina",-11.66955,-76.19555,Lima,M,"Zinc, Copper, Lead, Silver",,S,Producer,Galena,Underground,Andesite,
"Eloida Ii, Mina",-11.67149,-76.20111,Lima,M,"Copper, Zinc, Lead, Silver",,S,Producer,Galena,Underground,Andesite,
"Eusta, Mina",-11.67038,-76.22055,Lima,M,"Silver, Lead, Copper, Zinc",,S,Producer,Galena,Underground,Andesite,
"Rincon De Palma, Mina",-12.76173,-76.4289,Lima,M,Copper,,N,Occurrence,Malachite,,Quartzite,
Los Pinos,-13.05005,-76.15639,Lima,M,Copper,,Y,Past Producer,"Atacamite, Malachite",Surface/Underground,Monzonite,
"Luisa Elena No 3, Mina",-11.76371,-77.15808,Lima,N,"Sand and Gravel, Construction",,U,Past Producer,,Surface,,
"Magdalena, Mina",-12.48118,-75.89138,Lima,M,"Zinc, Copper, Lead, Silver",,U,Occurrence,Galena,,Quartzite,Diorite
"Satanas, Mina",-12.39785,-75.06636,Lima,M,"Lead, Silver, Copper, Zinc",,S,Producer,Galena,Surface,Limestone,Diorite
"Los Hermanos, Mina",-11.99565,-77.0303,Lima,N,"Sand and Gravel, Construction",,N,Occurrence,,,,
"Los Dos Paisanos No. 1, Canteras",-11.76316,-76.34778,Lima,N,"Limestone, General",,S,Producer,,,"Marble,Limestone",
"Los Dos Paisanos No. 3, Canteras",-11.76316,-76.34778,Lima,N,"Limestone, General",,S,Producer,,,"Marble,Limestone",
"Pumacahua No. 1, Mina",-11.52011,-76.34973,Lima,M,"Zinc, Lead, Silver",,N,Occurrence,Galena,,Monzonite,
"La Divisoria, Cantera",-12.08536,-76.87891,Lima,N,"Sand and Gravel, Construction",,S,Producer,,Surface,,
"Elvira Iv, Mina",-11.81037,-76.29833,Lima,M,"Lead, Silver, Zinc, Copper",,U,Prospect,Galena,Underground,Dacite,
"Elvira Viii, Mina",-11.81037,-76.29833,Lima,M,"Zinc, Copper, Lead, Silver",,U,Prospect,Galena,Underground,Dacite,
"Elvira Ix, Mina",-11.81037,-76.29833,Lima,M,"Zinc, Copper, Lead, Silver",,U,Prospect,Galena,Underground,Dacite,
"Arenal Pedreros, Mina",-12.00037,-76.95224,Lima,N,"Sand and Gravel, Construction",,S,Producer,,Surface,,
"La Estrella De Pataz, Derecho Minero",-8.32719,-77.67198,La Libertad,M,Gold,,N,Occurrence,,,Clastic Sedimentary Rock,Diorite
"La Poderosa, Mina",-8.32719,-77.67198,La Libertad,M,"Gold, Silver, Lead, Arsenic, Iron",,S,Past Producer,Electrum,Underground,"Schist,Andesite",Diorite
"Tenchi, Mina",-8.16469,-78.16644,La Libertad,M,"Tungsten, Silver, Copper",,N,Occurrence,,,Quartzite,
"Rosicler 3, Mina",-7.88137,-78.58311,La Libertad,M,Silver,,N,Past Producer,,,Andesite,
"Patricia Adela, Prospecto",-7.71471,-78.04977,La Libertad,M,Tungsten,,N,Occurrence,,,Clastic Sedimentary Rock,Andesite
"Gladys Antonia, Mina",-7.91471,-78.58311,La Libertad,M,"Lead, Gold, Silver",,N,Occurrence,,,Slate,
"Flor De Maria, Mina",-7.88137,-78.56645,La Libertad,M,"Silver, Zinc, Lead, Gold",,Y,Occurrence,Galena,,Clastic Sedimentary Rock,
"Corimarca, Mina",-8.16469,-78.16644,La Libertad,M,"Gold, Silver",,N,Occurrence,,,Clastic Sedimentary Rock,
"Aventura Iv, Mina",-7.9647,-77.44976,La Libertad,M,"Silver, Gold",,Y,Occurrence,,,Plutonic Rock,Diorite
"San Jose, Mina",-7.8986,-78.02977,La Libertad,M,"Lead, Silver, Zinc, Copper",,U,Occurrence,Galena,,Quartzite,Andesite
"Fidel Lazaro, Mina",-8.4169,-78.74979,La Libertad,M,"Copper, Lead, Silver",,Y,Prospect,Galena,,Volcanic Rock (Aphanitic),"Diorite,Andesite"
"Jose Arnulfo, Mina",-7.7861,-77.56198,La Libertad,M,"Silver, Gold",,Y,Occurrence,,,,Diorite
"Aries, Mina",-7.96414,-77.42725,La Libertad,M,"Silver, Gold",,N,Occurrence,,,Volcanic Rock (Aphanitic),"Diorite,Andesite"
"Perricholi Ii, Mina",-7.64777,-78.92229,La Libertad,M,"Antimony, Silver, Gold, Zinc, Arsenic",,S,Occurrence,,Surface,Quartzite,
"Don Fili N14, Mina.",-7.64777,-78.55367,La Libertad,M,"Lead, Silver",,Y,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Loma Del Viento, Prospecto",-7.0489,-78.76062,La Libertad,M,"Zinc, Copper, Lead",,Y,Occurrence,,,Clastic Sedimentary Rock,Diorite
"Jaimito N1, Antonio Y Belencita, Derechos Mineros.",-7.94803,-78.36645,La Libertad,M,"Silver, Zinc, Lead, Arsenic, Antimony",,N,Prospect,Galena,,Volcanic Rock (Aphanitic),Andesite
"Lira De Oro, Mina",-8.09886,-78.61589,La Libertad,M,"Silver, Gold",,M,Prospect,Galena,,,"Diorite,Dacite"
"Una Joya, Mina",-8.08386,-78.14727,La Libertad,M,"Copper, Lead, Silver",,N,Occurrence,,,Clastic Sedimentary Rock,
"Malin, Mina.",-7.64083,-78.65146,La Libertad,M,"Silver, Antimony, Arsenic, Gold",,N,Prospect,Argentite,,Clastic Sedimentary Rock,Diorite
"Huaranay, Mina",-7.89832,-77.64059,La Libertad,M,Silver,,N,Occurrence,,,Quartzite,
"Zarumilla 2, Mina",-7.76248,-77.59698,La Libertad,M,"Silver, Gold",,N,Occurrence,,,Diorite,Diorite
"San Juan, Mina",-8.4244,-78.80285,La Libertad,M,Copper,,S,Producer,,Underground,Volcanic Rock (Aphanitic),Andesite
"Prosperidad, Denuncio",-7.93553,-77.94255,La Libertad,M,"Silver, Copper, Gold",,N,Occurrence,,,,Diorite
"Maya, Prospecto",-7.7786,-77.41169,La Libertad,M,"Copper, Zinc, Lead, Silver, Gold",,U,Occurrence,,,Metavolcanic Rock,Diorite
"Silvia O Jose Arnulfo, Prospecto",-7.7786,-77.41169,La Libertad,M,"Gold, Zinc, Copper, Lead, Silver",,U,Occurrence,,,Metavolcanic Rock,Diorite
"San Leoncio, Mina",-7.94081,-78.77368,La Libertad,M,"Lead, Silver",,U,Occurrence,,,Shale,Diorite
"La Bastilla 1, Concesion",-8.00609,-78.61478,La Libertad,M,"Copper, Silver, Gold",,U,Occurrence,,,Volcanic Rock (Aphanitic),"Dacite,Andesite"
"Reyna Andina, Denuncio",-7.9997,-78.31117,La Libertad,M,"Copper, Silver",,U,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"El Triunfo 4, Mina",-8.45662,-78.25867,La Libertad,M,"Copper, Silver",,U,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Estrella Nueva, Mina",-8.00053,-78.312,La Libertad,M,"Arsenic, Antimony, Zinc, Lead, Silver",,Y,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Cobre 1, Mina",-8.25774,-77.42336,La Libertad,M,"Copper, Gold",,U,Occurrence,,,Metavolcanic Rock,Volcanic Rock (Aphanitic)
"Misericordia De Lucma, Mina",-7.64277,-78.55756,La Libertad,M,Antimony,,U,Prospect,,,Shale,Plutonic Rock
"Silvia Rosa, Mina",-7.99692,-78.512,La Libertad,M,Silver,,U,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Angelita 4, Mina",-7.9997,-78.60561,La Libertad,M,"Silver, Lead",,U,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Magali, Mina",-7.95331,-78.75423,La Libertad,M,Manganese,,Y,Occurrence,,,Shale,Plutonic Rock
"Juana Mp, Mina",-7.89915,-78.57395,La Libertad,M,"Lead, Zinc, Silver, Gold",,U,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Praxida, Mina",-7.98414,-77.40864,La Libertad,M,"Silver, Gold",,Y,Occurrence,,,Plutonic Rock,Diorite
"Jose Emilio Y Jose Emilio Tres, Mina",-8.12636,-77.30864,La Libertad,M,"Silver, Copper",,U,Prospect,,,Metavolcanic Rock,
"Incognita, Mina",-7.8986,-78.572,La Libertad,M,"Silver, Copper, Lead, Zinc",,S,Occurrence,Galena,Surface/Underground,Volcanic Rock (Aphanitic),Andesite
"Estibina, Denuncio.",-8.30219,-78.05949,La Libertad,M,Antimony,,Y,Occurrence,,Surface,Volcanic Rock (Aphanitic),Andesite
"Cobre Buldibuyo, Denuncio.",-8.02053,-77.38586,La Libertad,M,"Gold, Silver, Copper, Lead, Zinc",,U,Occurrence,,,Plutonic Rock,Diorite
"Santa Marta Avz, Denuncio",-7.83665,-77.9381,La Libertad,M,"Copper, Silver",,U,Occurrence,,,Clastic Sedimentary Rock,
"Lara, Denuncio",-8.11303,-78.13283,La Libertad,M,"Lead, Silver",,U,Occurrence,,,,
"Mario, Concesion",-8.03609,-77.98616,La Libertad,M,"Silver, Copper, Lead",,U,Occurrence,Galena,,Clastic Sedimentary Rock,Monzonite
"Tamboras Y Mundo Nuevo, Minas",-8.04803,-77.96644,La Libertad,M,Tungsten,,M,Producer,,,Clastic Sedimentary Rock,Monzonite
"Igor, Mina",-7.69166,-78.477,La Libertad,M,"Silver, Gold",,U,Occurrence,,,Clastic Sedimentary Rock,Monzonite
"Aurifera Trujillo, Prospecto",-7.98886,-79.11341,La Libertad,M,"Silver, Gold",,U,Occurrence,,,Plutonic Rock,Diorite
"Princesa, Mina",-8.19302,-78.58867,La Libertad,M,Silver,,S,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Lolita, Mina",-8.00609,-78.61339,La Libertad,M,"Copper, Lead, Silver, Zinc",,U,Occurrence,Galena,,"Clastic Sedimentary Rock,Volcanic Rock (Aphanitic)","Dacite,Andesite"
"Virgen De Las Mercedes, Mina",-7.98442,-78.55172,La Libertad,M,"Lead, Silver, Copper",,U,Prospect,Galena,,"Clastic Sedimentary Rock,Volcanic Rock (Aphanitic)",Andesite
"Katia, Denuncio",-7.78415,-77.59004,La Libertad,M,"Lead, Silver, Gold",,U,Occurrence,,,"Metavolcanic Rock,Volcanic Rock (Aphanitic)",Diorite
"La Grandeza, Mina",-7.50249,-77.7542,La Libertad,M,"Copper, Silver",,U,Prospect,Malachite,,,
"El Verones, Mina",-8.0047,-78.31617,La Libertad,M,"Gold, Silver, Zinc, Lead",,U,Occurrence,Galena,,Volcanic Rock (Aphanitic),Andesite
"El Arco, Mina",-8.0047,-78.31617,La Libertad,M,"Copper, Silver, Gold, Zinc",,U,Occurrence,,,Volcanic Rock (Aphanitic),Andesite
"Oro Rojo, Mina",-8.08136,-79.02701,La Libertad,N,Mineral Pigments,,Y,Occurrence,,Surface/Underground,Clastic Sedimentary Rock,
"El Leon, Mina",-8.07192,-79.11841,La Libertad,N,"Sand and Gravel, Construction",,U,Prospect,,,,
"Cajamarca, Mina",-7.95386,-78.80479,La Libertad,N,"Limestone, General, Marble, Dimension",,S,Producer,,Underground,Clastic Sedimentary Rock,
"El Panteon, Mina",-7.9647,-78.80479,La Libertad,N,"Marble, Dimension, Limestone, General",,S,Producer,,Surface,Clastic Sedimentary Rock,
"Pascua De Resurreccion, Mina",-7.96497,-78.78896,La Libertad,N,"Limestone, General, Marble, Dimension",,Y,Occurrence,,,Clastic Sedimentary Rock,
"Simbal, Mina",-7.95942,-78.78896,La Libertad,N,"Limestone, General, Marble, Dimension",,N,Occurrence,,,Clastic Sedimentary Rock,
"Chacchit, Mina",-7.97303,-78.79812,La Libertad,N,Gypsum-Anhydrite,,Y,Occurrence,,Surface/Underground,Clastic Sedimentary Rock,
"Llanten, Mina",-7.86054,-78.84979,La Libertad,N,"Limestone, General, Marble, Dimension",,N,Occurrence,,,Clastic Sedimentary Rock,
"Candelaria, Mina",-7.9597,-78.81729,La Libertad,N,Gypsum-Anhydrite,,S,Producer,,Surface,Clastic Sedimentary Rock,
"Candelaria, Mina",-7.9647,-78.82146,La Libertad,N,"Limestone, General, Marble, Dimension",,U,Prospect,,,Clastic Sedimentary Rock,
Israel J.A.C.,-7.79137,-78.94979,La Libertad,N,Calcium,,S,Producer,,Surface,,
"Chala, Mina",-7.71387,-78.85812,La Libertad,N,Graphite,,N,Occurrence,,,,
"Pacasmayo, Mina",-7.39056,-79.55648,La Libertad,M,Silica,,M,Producer,,,,
"Santa Monica, Mina",-7.81887,-79.01229,La Libertad,N,"Limestone, General",,Y,Past Producer,,Surface,Clastic Sedimentary Rock,
"Santa Monica, Mina",-7.81887,-79.01229,La Libertad,N,"Limestone, General",,Y,Past Producer,,,Clastic Sedimentary Rock,
"Santa Monica, Mina",-7.81887,-79.01229,La Libertad,N,"Limestone, General",,Y,Past Producer,,,Clastic Sedimentary Rock,
"Mal Paso, Mina",-7.87637,-79.09813,La Libertad,N,"Limestone, General, Marble, Dimension",,N,Occurrence,,,Clastic Sedimentary Rock,
Zapotal,-7.25613,-79.2973,La Libertad,N,Clay,,L,Producer,,Surface,Clastic Sedimentary Rock,
"Manco Capac, Salinas",-7.72637,-79.40147,La Libertad,N,Sodium,,U,Occurrence,,,,
"Iris, Salinas",-7.70805,-79.4098,La Libertad,N,Sodium,,Y,Occurrence,,,,
"Coscomba, Salinas",-8.82133,-78.67312,La Libertad,N,Halite,,N,Occurrence,,,,
"Adolfo, Salinas",-8.86967,-78.62311,La Libertad,N,Gypsum-Anhydrite,,L,Producer,,,,
San Pedro O.V.,-8.87799,-78.61145,La Libertad,N,"Limestone, General",,N,Occurrence,,,,
"Chorobal, Mina",-8.45134,-78.54145,La Libertad,N,Mineral Pigments,,Y,Prospect,,,,
"Guillermo Ii, Mina",-8.44051,-78.47228,La Libertad,N,Kaolin,,U,Occurrence,,,Volcanic Rock (Aphanitic),
"Patron De San Marcos, Mina",-7.72637,-78.75646,La Libertad,N,Graphite,,S,Past Producer,,,Clastic Sedimentary Rock,
"Lijadero, Mina",-8.09303,-78.59145,La Libertad,N,"Clay, Quartz",,Y,Occurrence,,,Volcanic Rock (Aphanitic),
"Munday, Mina",-8.09303,-78.61645,La Libertad,N,Quartz,,N,Occurrence,,,Volcanic Rock (Aphanitic),
"Laguna Carabamba, Mina",-8.11692,-78.60811,La Libertad,N,"Sand and Gravel, Construction, Clay",,S,Past Producer,,,Volcanic Rock (Aphanitic),
"La Noemia, Mina",-7.85804,-78.64479,La Libertad,B,"Kaolin, Aluminum",,Y,Occurrence,Alunite,,Volcanic Rock (Aphanitic),
"El Ferrol # 50,000, Mina",-7.86804,-78.60645,La Libertad,N,"Sand and Gravel, Construction",,N,Occurrence,,,Volcanic Rock (Aphanitic),
"9 De Octubre, Mina",-7.56305,-78.66479,La Libertad,M,Magnesite,,S,Occurrence,,,,
"Pueblo Nuevo, Mina",-7.54972,-78.73479,La Libertad,M,Magnesite,,U,Occurrence,,,,
"Callancas, Mina",-7.78387,-78.47311,La Libertad,N,Gypsum-Anhydrite,,U,Occurrence,,,Clastic Sedimentary Rock,
"Rio Grande, Mina",-7.74471,-78.527,La Libertad,N,Calcium,,Y,Occurrence,,,,
"Tajal, Mina",-7.75971,-78.49145,La Libertad,N,Gypsum-Anhydrite,,N,Occurrence,,,Clastic Sedimentary Rock,
"Las Bateas, Mina",-7.77471,-78.03977,La Libertad,N,Kaolin,,Y,Occurrence,,Surface,Clastic Sedimentary Rock,
"Angollaco, Mina",-7.78554,-78.0256,La Libertad,N,Kaolin,,S,Producer,,,,
"Cahuadan 1,2,3, Mina",-7.78137,-78.02394,La Libertad,N,Kaolin,,Y,Producer,,,Clastic Sedimentary Rock,
"Chamiz, Mina",-7.80721,-77.98644,La Libertad,M,Silica,,Y,Past Producer,,,Clastic Sedimentary Rock,
"Cerro El Toro, Mina",-7.82304,-77.99976,La Libertad,N,Talc-Soapstone,,L,Producer,,,Volcanic Rock (Aphanitic),Andesite
"Betty, Mina",-7.80054,-78.01144,La Libertad,N,Kaolin,,Y,Past Producer,,Surface,Clastic Sedimentary Rock,
"Shoshoconda, Mina",-7.79387,-78.01977,La Libertad,N,Kaolin,,N,Prospect,,,Clastic Sedimentary Rock,
"El Raumate, Mina",-7.84971,-78.11144,La Libertad,N,Kaolin,,Y,Past Producer,,Surface,Clastic Sedimentary Rock,
"Yamobamba, Mina",-7.88637,-78.10477,La Libertad,N,Clay,,N,Occurrence,,,Clastic Sedimentary Rock,
"Sayopamba, Mina",-7.88637,-78.11477,La Libertad,N,"Kaolin, Gypsum-Anhydrite",,S,Prospect,,Surface,Clastic Sedimentary Rock,
"Sayopamba, Mina",-7.88637,-78.11477,La Libertad,N,Kaolin,,Y,Prospect,,,Volcanic Rock (Aphanitic),
"Shella Ii, Mina",-8.08914,-78.14616,La Libertad,N,Graphite,,Y,Prospect,,,Clastic Sedimentary Rock,
"Los Andes, Mina",-7.82332,-78.41784,La Libertad,N,Graphite,,Y,Prospect,,,,
"El Triunfo V, Mina",-8.11609,-79.02312,La Libertad,N,"Limestone, General",,Y,Occurrence,,,Alluvium,Diorite
"Victor Manuel, Mina",-7.60333,-78.21977,La Libertad,N,Graphite,,Y,Prospect,,,Clastic Sedimentary Rock,
"Alfredo, Mina",-7.21946,-79.42925,La Libertad,N,"Limestone, General",,Y,Occurrence,,,Clastic Sedimentary Rock,Granite
"Jose Antonio #2, Mina",-7.94831,-78.83757,La Libertad,N,"Limestone, General",,Y,Occurrence,,,Clastic Sedimentary Rock,Diorite
"Victoria, Mina",-8.08525,-78.14866,La Libertad,M,Tungsten,,Y,Past Producer,Galena,,Clastic Sedimentary Rock,
"La Florida, Mina",-7.88137,-78.04977,La Libertad,M,"Gold, Silver, Zinc, Lead",,Y,Prospect,,,Clastic Sedimentary Rock,Diorite
"Amistad, Mina",-7.82332,-78.41922,La Libertad,M,Tungsten,,Y,Prospect,,,Clastic Sedimentary Rock,
"Barro Negro, Mina",-7.82332,-78.41922,La Libertad,M,Tungsten,,Y,Prospect,,,Clastic Sedimentary Rock,Andesite
"Sanagoran, Mina",-7.73137,-77.99976,La Libertad,M,"Lead, Gold, Copper, Silver",,Y,Prospect,,,Clastic Sedimentary Rock,
"Milagros, Mina",-4.47819,-77.37476,Loreto,M,Gold,,Y,Prospect,,,,
"Saramiriza, Concesion",-4.65151,-77.35975,Loreto,M,Gold,,U,Occurrence,,,,
"Bronce, Mina",-17.45211,-71.14819,Moquegua,M,"Copper, Silver, Gold",,S,Occurrence,Malachite,,,
"Santa Lucia, Mina",-16.42603,-70.82458,Moquegua,M,"Lead, Silver, Zinc",,Y,Past Producer,,,Andesite,Granite
"El Sol De Plata, Mina",-16.58603,-71.06875,Moquegua,M,Copper,,S,Past Producer,Malachite,,Andesite,
"Pibe Tres, Mina",-12.5709,-69.67039,Madre De Dios,M,Gold,,S,Producer,,,,
"Chavinsa #4, Mina",-13.03282,-70.44652,Madre De Dios,M,Gold,,S,Producer,,,,
"Primavera, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"Manoa, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"Santa Martha, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"El Solitario, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"Santa Maria, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"Puerto Leguia, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"Tazon Chico, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"Ten Paciencia, Mina",-12.74172,-69.68845,Madre De Dios,M,Gold,,S,Producer,,,,
"Antonieta, Mina",-12.827,-71.55516,Madre De Dios,M,Gold,,S,Occurrence,,,,
"Providencia, Mina",-12.84533,-71.54293,Madre De Dios,M,Gold,,N,Occurrence,,,,
"Pension Venado, Prospecto",-13.0281,-69.994,Madre De Dios,M,Gold,,S,Producer,,,,
"Rivera Alta, Mina",-12.68089,-69.74039,Madre De Dios,M,Gold,,S,Producer,,,,
"Alejandra, Mina",-17.05685,-70.79208,Moquegua,N,Bentonite,,S,Prospect,,,Andesite,Andesite
"Porvenir De Cobre, Mina",-16.19688,-70.58068,Moquegua,M,"Copper, Lead, Silver",,S,Prospect,,Surface/Underground,Andesite,Andesite
"Juan Domingo, Concesion",-17.52767,-71.10458,Moquegua,M,Magnesite,,Y,Occurrence,,,"Quartzite,Schist",Diorite
"Copilaca, Mina",-16.63381,-70.7568,Moquegua,M,"Silver, Lead, Copper",,S,Past Producer,,,Andesite,Diorite
"Navidad, Mina",-16.36854,-70.79791,Moquegua,M,"Silver, Lead",,Y,Occurrence,,,"Diorite,Slate,Quartzite",Andesite
"Mi Viejito, Mina",-16.36854,-70.79791,Moquegua,M,"Lead, Silver, Zinc",,Y,Occurrence,,,"Diorite,Quartzite",Diorite
"Navidad 1955, Mina",-16.36854,-70.79791,Moquegua,M,"Silver, Lead, Zinc",,Y,Occurrence,,,"Diorite,Slate,Quartzite",Diorite
"Santa Rosa, Mina",-16.36854,-70.79791,Moquegua,M,"Copper, Lead",,Y,Occurrence,Malachite,,"Diorite,Quartzite",Diorite
"Rosa Victoria, Mina",-16.36854,-70.79791,Moquegua,M,"Copper, Lead",,Y,Occurrence,Malachite,,"Diorite,Quartzite",Diorite
"Elizabeth, Mina",-16.55937,-70.74125,Moquegua,M,"Lead, Silver",,Y,Occurrence,,,Andesite,Basalt
"Elvira, Mina",-16.70103,-70.5579,Moquegua,M,"Lead, Silver",,Y,Occurrence,,,"Quartzite,Andesite",Basalt
"Valparaiso, Mina",-17.40767,-71.16126,Moquegua,M,Copper,,S,Occurrence,"Atacamite, Malachite",,Diorite,Diorite
"Masias, Mina",-17.45517,-71.17626,Moquegua,M,Copper,,Y,Occurrence,Atacamite,,Diorite,Diorite
"El Chilcal, Denuncio",-16.94686,-70.84208,Moquegua,N,Gypsum-Anhydrite,,Y,Occurrence,,,,
"Chacahuayo, Deposito",-16.6077,-71.18042,Moquegua,M,Manganese,,Y,Occurrence,,,,
"Cuajone, Yacimiento",-17.04212,-70.70374,Moquegua,M,Copper,,L,Producer,,,Plutonic Rock,"Monzonite,Diorite,Latite"
"Sipinquillani, Prospeccion",-17.13407,-70.57096,Moquegua,M,Copper,,Y,Occurrence,,,"Diorite,Andesite",Diorite
"Santa Martha, Denuncio",-17.42989,-71.1618,Moquegua,N,Phosphorus-Phosphates,,U,Occurrence,,,,"Andesite,Granite"
"Juan Domingo Ii, Pedimento",-17.52767,-71.10458,Moquegua,M,Magnesite,,N,Occurrence,,,Schist,Diorite
"Chicharron, Pedimento",-17.52767,-71.10458,Moquegua,M,Magnesite,,N,Occurrence,,,Schist,Diorite
"La Nueva Esperanza, Mina",-10.40043,-76.34973,Pasco,M,"Copper, Lead, Silver",,S,Past Producer,Galena,Underground,Slate,
"San Daniel, Mina",-10.4771,-76.30806,Pasco,M,"Silver, Lead, Zinc",,M,Producer,,Underground,Slate,
"San Gabriel, Mina",-10.44793,-76.28305,Pasco,M,"Lead, Silver, Copper, Gold",,Y,Occurrence,Galena,Surface,Andesite,
"Colquijirca, Mina",-10.74542,-76.26639,Pasco,M,"Copper, Silver, Lead, Zinc",,L,Producer,Galena,,Limestone,Dacite
"San Martin De Porres, Mina",-10.43126,-76.37473,Pasco,M,"Silver, Lead, Copper, Zinc",,S,Past Producer,Galena,,Slate,
"Santa Ana De Tusi, Mina",-10.44793,-76.34556,Pasco,M,"Silver, Lead, Zinc",,M,Producer,,Underground,,
"Pacos Hill, Mina",-10.54375,-76.29972,Pasco,M,"Silver, Lead, Zinc",,M,Past Producer,,Underground,Limestone,
"Machcan, Mina",-10.42293,-76.22472,Pasco,M,"Lead, Zinc, Copper, Silver",,M,Producer,,,Limestone,
"El Pilar, Mina",-10.65959,-76.24555,Pasco,M,"Lead, Silver, Zinc",,M,Producer,,,Limestone,
"Aerolito No. 7, Mina",-10.84374,-75.83721,Pasco,M,"Lead, Zinc, Silver",,Y,Occurrence,Galena,,Diorite,
"Optimismo, Mina",-10.68959,-76.05805,Pasco,M,"Zinc, Silver, Lead",,Y,Past Producer,Galena,Underground,Limestone,
"Hope, Mina",-10.67709,-76.06639,Pasco,M,"Lead, Silver",Manto,Y,Occurrence,,Underground,Limestone,
"Bad Luck, Mina",-10.69459,-76.05555,Pasco,M,"Silver, Lead, Zinc",,Y,Past Producer,Galena,,Limestone,
"Yaruchagua, Mina",-10.43293,-76.33306,Pasco,M,"Silver, Lead",,L,Past Producer,,Underground,,
